DCTN2	PAFAH1B1
CFH	CFI
PSEN2	NGFR
SUMO1	PARK7
MAPK3	RAF1
PCNT	CETN1
IL9R	JAK3
CAMKK2	PRKAB1
ANGPT1	SOS1
STING1	STAT6
RAB21	GDI2
STAT3	IL4
HGS	USP8
CTSS	HSPG2
EIF4G1	EIF4A2
CD99	PILRB
NPHS1	PIK3R2
STAT3	STAT1
PDPK1	RPS6KA2
RPA2	SPRTN
TAB3	CD14
PIK3CA	KLRC2
IL7R	JAK1
PRKACB	LIPE
MS4A2	SYK
TRAF6	ITGB3BP
GRB2	KLB
SHC1	IL5RA
SOCS3	IFNG
TGFA	EP300
LGR6	RNF43
ITK	BTK
VAPB	CERT1
ITPKA	CALM1
PTPN11	IL6ST
PTPN22	TRAV8-4
UBE2D3	HIF1A
YWHAZ	RAP1GAP2
CD4	AP2M1
IRAK2	LY96
IRAK4	CD36
DYNC1H1	DCTN4
PLAUR	SERPINE1
DLG4	DLG2
ZAP70	PLCG2
MAP2K3	MAPK14
KL	FRS3
PLK1	WAPL
HSP90AA1	VIM
RPTOR	MLST8
SUMO2	PML
RNASE1	PARK7
DYSF	ANXA1
PEX5	PEX1
GRB2	TEC
BEX3	CASP3
SUMO1	HDAC4
ERLIN1	ERLIN2
SRC	APBB1IP
B4GAT1	LARGE1
RNF168	UBE2N
NGFR	RELA
NCF2	NOX3
FOXO3	CREBBP
CDK1	WAPL
TP53	TNFRSF10B
DLG1	NRCAM
SLCO3A1	AVP
SPTA1	SPTAN1
CARD11	PRKCQ
MBTPS1	CREB3L4
HDAC3	TBL1XR1
HSD17B10	PRORP
GABRR3	GABRR1
EMILIN1	FBN2
DCSTAMP	CREB3
GNA11	PLCB3
ACTG1	CDC42
CALM1	ITPKB
PRKACB	AKAP5
TCF7L1	AXIN2
AP1G1	AP1S3
DLGAP4	HOMER3
SPTA1	KCNQ3
ATG7	ATG12
SEC24D	CD74
PMAIP1	TFDP2
UBE2I	SP100
TRAV29DV5	PLCG1
FGFR1	NRAS
JAK2	GRB2
CD14	IRAK2
IKBKE	RNF135
GYG1	GYS1
IL6	IL6ST
GAB2	GRB2
TP53	TP53INP1
CDKN1B	SKP2
EIF4G1	NCBP1
STRADA	CAB39
AKT1	CHUK
OTUD5	DDX58
PIK3R1	IL3RA
TAX1BP1	TNFAIP3
SEC24A	SAR1B
MALT1	MAP3K7
RPA1	POLD3
F2RL2	GNA12
NFYB	GGPS1
KDR	PTK2B
BGLAP	RUNX2
IKBKB	REL
DYNLL2	RAB6A
FOXO1	SMAD2
FRS2	NGF
TIFA	TAB3
IL5RA	PIK3CA
BNIP2	CTNNA1
DCC	DOCK1
GRAP2	VAV1
CLTCL1	AP2A1
GRB7	NRG2
CRABP2	RXRA
UBE2D1	RBX1
SEC24A	GORASP1
TANK	MAVS
F2	F2R
LEFTY1	TDGF1
PIAS4	SUMO1
RPA3	RAD9B
SYS1	ARL1
IL6ST	IL27RA
DCLRE1C	HERC2
CYBA	NCF4
BET1L	GOLIM4
DYNC1H1	DCTN5
FGB	FGG
MAML3	EP300
MYH3	MYL1
NCOA3	GREB1
GRB2	JAK2
UBE2M	CUL4A
EFNB2	EFNB3
MAPK14	MAPKAPK2
MYH3	MYL4
ATG13	PRKAA1
GCG	GLP2R
BCAR1	ELMO1
INSL3	RXFP2
SC5D	SREBF1
STRAP	TGFBR1
PPP1CA	PLIN1
SKP1	RBX1
CCNH	CDK4
SAE1	SUMO3
HDAC1	GRIA2
CASP6	VIM
DYNLL1	BCL2L11
VAV1	TEC
IL6R	CBL
PPP5C	BRAF
CITED4	TFAP2A
SOS1	CSF2
PIK3CB	KLRK1
CACNA2D1	CACNA1F
DCTN1	PAFAH1B1
COPG1	COPA
ASAP1	RHO
TNC	ITGAV
PPARA	FABP1
RPA3	HUS1
EXO1	MSH3
PLCG1	KLB
TP53	TNFRSF10A
TAB2	TLR4
F2	PROC
TFAP2C	SUMO1
RAB18	RAB3GAP2
TMPRSS6	DCN
KSR1	KRAS
KIF3B	KIFAP3
PTPN1	MET
BMT2	NPRL2
SMAD3	BCL2L11
STX5	SEC22B
TFDP1	E2F4
CLEC2B	KLRF1
SDHB	SDHA
ERBIN	EREG
SOCS1	IFNAR2
PLXNB1	RAC1
SIRPA	PTPN11
CDK1	MAPK6
MAPK1	SRC
STAT5B	SOCS2
SRC	STRN
CDC25A	CDK1
SUMO1	IKBKG
COPG1	GBF1
MAPK6	CDC14B
SEL1L	SYVN1
CIAO1	MMS19
PAK2	NRAS
PPP3CB	ROBO2
SEC22B	SAR1B
PRKAA1	SESN1
NEDD4	ISG15
DYNC1LI1	CAPZA2
ITPR1	ITPR2
GNAL	GNAI2
FZD4	CLTC
DOCK11	RAC1
CRK	APBB1IP
PKN2	PDPK1
BSG	SLC16A3
CD1D	CD247
AP1G1	CLTA
ERBB4	GABRB3
HERC5	EIF4E
DVL2	RAC1
DNA2	POLD4
PRKACG	IQGAP1
RHO	GNGT1
CASP10	TNFRSF10A
KL	PLCG1
GSK3B	CDK5
AKAP9	KCNE1
FGF2	FGFBP1
UBE2I	SP3
NGF	SMPD2
C6	C7
CUL7	RBX1
LCK	PRKCQ
VCP	POLH
PTPN11	IL3RA
HEYL	RBPJ
AP2S1	AP2A2
INSIG1	SREBF2
ITGB1	FN1
MYH8	MYBPC1
CBY1	CTNNB1
CDKN1A	E2F4
CEBPB	MYC
RPA3	POLH
EYA3	RAD50
UBE2N	TRAF6
IGHA2	AMBP
MAP3K14	TNFSF14
DYNLL2	BMF
SUMO2	UBA2
EIF4A1	EIF4B
KCNJ6	GABBR2
VTN	C8G
AKT1	CBY1
NFATC1	PPP3R1
BET1L	GOSR1
WDR77	SMARCA4
KLB	FRS3
USP10	USP13
DNAL4	AP2A2
TNRC6A	AGO3
VPS29	VPS35
PAK2	PAK1
PAK2	KDR
KCNJ5	KCNJ3
SUZ12	DNMT3A
CTBP1	SUMO1
GAB2	PIK3CB
NTRK2	NTF3
SYK	TREM2
XRCC5	POLM
DCTN6	DCTN2
SRC	PIK3CB
DVL1	PIP5K1B
BET1	SEC22B
RHO	GNB1
ARL13B	HSPA8
CFLAR	FAS
KPNB1	DFFB
GNA15	F2R
RNF181	BCL10
ATF2	H2BC18
RAB11A	RHO
CDK4	RBL2
TGFB1	PPP1CC
AP2A1	VLDLR
PARK7	HDAC6
MYB	SIN3A
ACVR2B	SMAD5
IGF1R	IRS4
HDAC3	PRDM4
RAD51AP1	RAD51
LY96	FADD
P4HA2	COL10A1
DOK1	PTK6
TICAM1	IRF3
PRKCSH	MLEC
SEC13	CD74
RNASEL	ABCE1
NSD2	UBE2I
GRIK5	GRIK1
RHOA	MRTFA
HMGA2	ASF1A
FGG	FGA
GTF2F1	GTF2B
RAD50	UBE2I
HDAC1	RBL1
KAT6A	ING5
MAPK11	ABL1
LEF1	BCL9
TRBV7-9	LCK
AKT1	RPTOR
PRKACG	MAPKAPK5
PRKACA	SUFU
MSH3	MLH1
KTN1	KLC2
LYN	CD79B
PSEN1	NOTCH2
EIF2S1	EIF4B
JAK2	STAT3
TAB2	IRAK1
TP53	CDKN1A
CFC1	NODAL
SLC22A17	LCN2
CTNNB1	TLE4
MFAP5	VTN
PHB2	AFG3L2
HDAC1	TGIF1
MAD2L1	CDC20
PIK3CB	FYN
STX6	VTI1A
PLXNA2	NRP1
GFRA2	PIK3CB
CHEK2	ATM
RNF20	RNF40
MS4A2	FCER1A
IL17RD	MAPK1
ANK1	L1CAM
IL5	PIK3CA
AP2M1	CLTC
GFRA3	PIK3CD
MYH3	MYH8
TP53	GTSE1
MAPK3	ARRB2
TGFBR2	PPP1R15A
AP1M2	AP1G1
GNG2	GNAT1
LRP2	APOE
WAS	CDC42
PRDX2	TXN
VAC14	PIKFYVE
CUL4B	CAND1
SMAD4	FOXO3
NPHS1	KIRREL1
PRL	PTPN11
CDC25A	E2F1
SUMO3	XPC
TRAV8-4	CD3E
SESN1	KPTN
GDNF	PSPN
METTL3	NCBP1
ATP7A	ATOX1
PRKAA1	RB1CC1
YAP1	BGLAP
PGR	SUMO1
RPA2	POLD3
ERBIN	NRG1
BRF2	POU2F1
GSK3B	WNT1
SEC23A	GOSR2
CD36	TLR2
XRCC6	PIAS4
PIK3R1	LAT2
AP2A1	DPYSL2
ACTN2	NRAS
GAB1	KLB
ACVR2A	GDF1
IL6ST	CNTF
IKBKG	TAB2
CATSPER1	CATSPER3
DPH2	EEF2
CD47	PTK2B
SOS1	CSF2RB
CDH15	CDC42
FASLG	FAS
DLG4	GRIK2
CUL1	UBE2M
KLB	NRAS
RPA1	PCNA
INHBA	ACVR2A
PHKB	PHKA2
CDK5	CDC25C
CD320	TCN2
BRAF	CRK
FUNDC1	MAP1LC3B
RAB8A	RHO
ATG5	ATG12
MECP2	SST
DYNC1I1	PAFAH1B1
TNNC2	TNNI2
MAP3K14	CUL1
SNF8	VPS37A
PRKACA	PDE4B
SERPINE1	CLOCK
TRBV7-9	LAT
BEGAIN	DLG3
KRT5	PLEC
PSEN1	NCSTN
GTF2E1	GTF2F2
CRK	FGG
CRK	RAP1A
KDM4B	RAD50
NPY	NPY2R
RPA1	POLB
NCOR2	ABCA1
CAPN1	CAPNS2
SFTPD	DMBT1
HPS1	HPS4
TNKS	AXIN1
PRKN	ATXN3
SHC1	NGF
ATR	TP53
KIF3B	RAB4A
SUMO1	TFAP2A
LIN7B	APBA1
CTLA4	CD80
ZFYVE9	TGFBR1
NCF2	CYBA
IL6ST	CNTFR
FOXO1	EP300
ATG101	RRAGB
BIRC3	TRADD
GNG2	PLCB3
PTPN6	IL5RA
ASF1A	HIRA
PIK3CD	EPO
NCOA1	ABCA1
GH1	STAT5A
PRKAB1	PRKAA2
DYNC1LI1	DYNLL1
KAT5	ATM
TGFB1	TGFBR1
NR5A2	GREB1
USP18	MAP3K7
MMP7	CDH1
CLOCK	CRY2
CD55	C3
POLD2	RPA3
CASP8	PYCARD
RGS17	GNAZ
SEC31A	RAB1A
CDK5	CDC25A
AVP	GNAS
SRC	CAMK2A
CAPZA3	DCTN3
HDAC1	TGIF2
DUSP6	MAPK3
CD1D	CD3E
ARRB2	AP2A1
TTC21B	GPR161
GCKR	GCK
TNFRSF10A	TNFRSF10D
PDK4	PDHX
YES1	TIAM1
SEC24B	SAR1B
PLCG1	LCP2
OPRM1	HDAC2
CSNK1D	SEC24B
BMP2	SMAD5
GNA14	KALRN
GFRA3	SRC
PTPN11	PRL
RAB3GAP1	RAB3GAP2
LEF1	AXIN2
CAPZA3	DCTN1
TUBG1	TUBGCP2
IRAK1	IRAK4
RSPO2	RNF43
ANPEP	AGT
ZAP70	VAV2
PATJ	MPP5
MAU2	PDS5B
PPM1F	CAMK2D
CCNA1	CDK1
NRP1	RAC1
CHKA	CHKB
PLEC	DST
GFAP	PCNT
WWP1	SGK2
GBA	PSAP
AP1M2	AP1S2
IL37	CASP1
TAB3	IRAK1
CUL7	CUL9
LATS1	NPHP4
UBE2N	ARIH1
POLE4	PRIM2
C8B	C5
IFNL1	IFNLR1
APOA1	ABCA1
KAT5	HERC2
CDC25A	E2F4
DNAJA4	HSPA8
RELA	EP300
CXCL9	CXCR3
SUMO2	UBE2I
IRF2	IFNB1
PRKACG	PRKAR1A
ARIH1	EIF4E
ARF4	CNGB1
IRF3	DTX4
IRAK1	SQSTM1
PEX6	PEX26
DCLRE1C	POLL
VAMP3	VPS54
EDNRB	EDN3
STAT6	JAK2
SYK	KLRD1
FLRT3	KL
LGMN	CD74
RUNX3	ITGAL
PTK2	PIK3CA
RRAGB	RRAGD
RAC1	KLC2
GFRA3	GAB1
TRAV29DV5	CD1D
CASP8	BID
GTF2B	GTF2A2
CDK4	RBL1
FANCI	RPA2
NCOR1	TAB2
NDUFAF6	ND4
EGFR	GRB2
ULK1	PRKAG3
POLH	ISG15
GAB2	LAT2
FYN	VAV3
HGF	RANBP9
KDM4B	NBN
RSPO4	ZNRF3
H2AX	ATM
GP1BB	F11
PML	RUNX1
TGFBR1	ZFYVE9
VAV3	ITK
BTC	EGFR
H2AX	TP53BP1
PIK3CA	SYK
METTL22	KIN
ERBB3	NRAS
STAM	VPS37B
MYBPC1	MYL3
CDC37	CBL
DLG4	HOMER1
FLRT2	FGF23
RUNX1	FOXP3
LIG4	XRCC5
LYN	FCER1G
PRKDC	XRCC6
IGF1R	SHC1
IRAK2	TLR1
NOX4	CYBA
HSP90AB1	PLIN2
POLK	RPA3
PIWIL4	TDRKH
CASP7	CLSPN
NTN3	NEO1
SRC	MAPK3
SYK	CD247
TFDP1	RBBP4
MEAF6	TP53
ARRB2	WNT5A
LRRC41	CUL5
PRKAB2	RPTOR
IRS2	IL7
TNFSF10	CASP8
RAB1A	SEC23A
PDK2	PDHA2
RPA3	UBE2B
FYN	CBL
DNM2	WASL
TYK2	IL12B
FYN	PIK3R2
CCS	SOD1
VAV3	PAK1
ESR1	GTF2F2
TMPRSS6	LAMC1
LAT	ITK
CCNC	KAT2B
FYN	CD79A
RBM8A	MAGOHB
AXIN1	DVL1
L3MBTL1	TP53
GNG2	GNAT2
ULK3	GLI3
TAB2	TICAM2
RLN2	RXFP1
MECP2	GRIA2
SYK	CRK
GFAP	NCOR1
EME1	RAD51C
H2AX	HERC2
CACNA2D1	CACNB2
CNGB1	RAB11A
CBL	STAM2
MYBPC1	TTN
BANF1	PSIP1
GOSR2	SEC24C
IL9R	STAT5B
SMAD2	E2F4
CHUK	NFKBIA
RHOA	RTN4
HOMER2	GRM5
TRAV19	LCK
SMAD1	SMAD9
RPA1	HUS1
PEX7	AGPS
RBX1	FBXL18
ATP1B4	SNW1
PPFIA2	UNC13B
DLG3	CAMK2A
NGFR	SMPD2
IL9R	IL9
CDH2	CDC42
HIVEP3	RUNX2
IRAK4	TLR1
MIS12	SPC24
CASP3	STK24
IL31	OSMR
RRAGD	RHEB
MAVS	ATG5
RBCK1	CHUK
SOS1	CD79A
GRIK3	PLCB2
MYL2	MYBPC3
VPS4B	CHMP5
CTU1	CTU2
GNB1	ADRA1A
IDH3A	IDH3B
VPS37C	MVB12B
KALRN	RAC1
LRFN1	DLG4
BDNF	CDK5R1
SHH	SEL1L
SNF8	VPS37D
FGB	SOS1
POLD2	FEN1
TP53	CDKN2A
SHC1	PTPN12
KAT8	MSL3
GABRR2	GABRR1
LAMA3	ITGB1
F12	GP9
DVL1	WNT3A
AXL	PIK3R2
RHEB	RRAGA
NRG1	BTC
USO1	COPE
PIK3CG	PIK3R5
DYNC1LI2	ACTR1A
WDR35	WDR19
IRS1	PIK3CB
DYNLL2	AMBRA1
RAF1	SGK3
FRS2	FGFR3
PHAX	NCBP2
CALM1	MYL9
ERCC4	ERCC5
IL10RB	IL20RA
PDPK1	MALT1
ZDHHC7	HSPB1
PRKD3	CERT1
GFAP	HSPA8
ACTR1A	BICD1
FRS3	SOS1
HMGCR	MTF1
RIF1	PIAS4
AP2S1	LDLR
SOCS3	CUL5
IKBKG	RIPK2
BTK	PLCG2
SRC	NEFL
EIF4E2	EIF4G1
DBF4	CDC6
NFATC1	PPP3CB
TIRAP	TRAF6
TNKS2	PTEN
IDI1	NFYA
ATP1A3	ATP1B3
EFNB1	PTK2
PRKAG2	RHEB
POLD1	PRIM1
ITGB3	PTK2
MAPK9	ATF2
MECP2	PPARG
SRC	CAMK2B
DLG2	NEFL
IRS2	PLCG2
SYK	VAV1
AKT1	CBFB
YY1	FOXK1
BTK	IRAK1
CDC20	CCNB1
RRAGB	ATG13
CBX5	UBE2I
COL4A1	MSR1
MYBPC1	MYL2
CREB1	RBPJ
CCNC	SNW1
DRAP1	FOXH1
IL3RA	PIK3CB
CTDP1	NCBP1
DYNC1LI1	ACTR1A
TCF7L2	PYGO2
MLST8	RPTOR
DVL3	KLHL12
RRAGD	MLST8
KCNJ16	GNB1
NCBP1	HNRNPA1
APPL1	CASP9
GPS2	ABCA1
PIK3R2	GAB1
TGFB3	DCN
ND2	ND5
SOS1	LCP2
NFKB2	CUL1
P4HA1	COL10A1
PLIN3	HSPA8
RAD50	RNF8
TGFB2	BGN
WNT5A	AP2A2
VWF	RAP1A
YWHAZ	KHSRP
RTKN	RHOA
POU2F1	SP1
STAT3	IL24
CAST	CAPNS2
RPA1	ERCC5
SATB2	RUNX2
MAPK1	ARRB1
AREG	CNIH1
ITGB4	CD151
KCNIP2	KCNIP4
NRAS	MAPK1
TLR4	CHUK
IL4R	IL2RG
LEFTY2	ACVR2B
RSPO3	ZNRF3
GSK3B	PLXNA3
SPTAN1	KCNQ3
TRIM25	CHUK
APH1B	NGFR
VTI1A	M6PR
CCKBR	GAST
XRCC5	HERC2
CSF2RB	IL3RA
MMAA	MMUT
ROCK1	MYL6
HIPK2	MECP2
NBN	RNF168
FOXA1	CCND1
FGF2	FGFR2
E2F3	CDK2
ATR	CLSPN
ARIH1	EIF4E3
IRAK4	LY96
C6	C8B
SRC	EFNB1
HOXB2	SUZ12
SOS1	PTK2
EIF4G3	EIF4A3
NFASC	ANK1
BGLAP	MAF
EPO	VAV1
CSF2RA	STAT5B
NAPA	STX16
UBE2T	RPA3
CDK1	PDS5A
PDGFA	PDGFB
FURIN	MMP14
FRS2	RAPGEF1
SEC24D	GOLGA2
JAK1	OSMR
CDK2	CCNE2
JAK1	PTPN11
SEC13	SEC24B
CDKN1A	SMAD4
PAK1	NRAS
PIK3R1	KLRK1
NLRC5	IFIH1
IKBKB	RELA
GLP1R	GCG
PIK3CA	PDGFRB
TAB2	PDPK1
KAT5	RPA2
SMAD3	RBL1
EGFR	CBL
SUPT4H1	NELFA
PRKAB1	PPARGC1A
PPP5C	YWHAB
RHOC	PKN1
ELF1	BLK
CSNK2A2	PTEN
CDC37	NRG1
C5	C5AR1
APOC1	NR1H2
SUMO2	TP53
KCNJ12	KCNJ16
AP4B1	AP4M1
RNF135	IRF3
COMMD1	CCDC22
INPPL1	CSF2
TIMMDC1	NDUFAF3
RTN4R	LINGO1
MMP2	IGF1
TRAF3	LTBR
NR3C1	TRIM63
KLRC1	KLRD1
E2F1	TFDP2
YWHAZ	IL3RA
CDC73	CTNNB1
BRCA1	EXO1
UBE2N	PIAS4
CCNB1	GORASP1
ND4	ND5
TCF7L2	AXIN2
SHC1	RAP1A
PEX12	PEX1
EFNB1	ACTB
GRK2	AVPR2
PPP1R13B	TP63
ASXL1	OGT
IKBKG	NFKB1
FBN2	ELN
SNF8	VPS37C
INSIG2	INSIG1
KIF3C	KIFAP3
LIG1	RPA2
PDPK1	ITGA2B
LCP2	GRB2
ACTG1	SHTN1
ITPR3	ITPR2
TEC	VAV2
SUMO1	CTBP1
GINS4	GINS3
MAPK11	CDH2
CAPZA1	ACTR10
ARTN	RAP1GAP
DSN1	MIS12
MAP2K2	RAF1
PGAM5	FUNDC1
PPFIA1	TSPOAP1
TRAV29DV5	LCK
ARHGEF11	RHOB
PPFIA4	UNC13B
BRCA1	UBE2I
RSPO4	RNF43
VAV1	LCK
USP7	UBA52
SLC9A1	STAB2
LHX3	ISL1
SEC13	SAR1B
FLT4	VEGFC
ARTN	GFRA3
SRC	SOS1
ADAM12	SH3PXD2A
SOX2	TDGF1
PPP3CB	AKAP5
ERLIN2	NRAS
SEC24A	SCAP
EPOR	GAB1
RNF146	TNKS
PRKAB1	RRAGA
DYNC1LI2	DCTN2
P4HB	SHH
ITGB3	SRC
STAT1	IL13RA1
CHEK2	UBE2V2
KCNJ9	GNB2
RUNX2	NKX3-2
CCNK	SMAD3
YWHAB	BRAF
GH1	GH2
RRAGC	SLC38A9
PARD6A	PRKCI
MYC	ESR1
P4HA2	COL3A1
ADAM21	ADAM20
PIK3CA	CD80
E2F6	CBX3
PLCB2	GNA14
PAN3	PAN2
PCBP2	IFIH1
IL6	STAT1
PHKA1	PYGM
ORC1	ORC2
TAB3	LY96
EREG	DIAPH1
IRAK4	TLR7
IGF1R	ESR1
PPID	ESR1
KIF3C	KIF3A
AP1M1	CLVS2
CRKL	FRS2
MAPK3	FGF19
ISG15	UBE2L6
KIRREL1	ACTN1
EHD3	RBSN
PTGES3	ESR1
HES1	MAML2
MAPK3	NCF2
PICK1	TSPAN7
PLOD3	PLOD2
ABRAXAS1	SUMO1
CBFB	SMARCA4
EED	DNMT1
SMAD3	E2F5
PTEN	HDAC3
E2F1	CCNE1
CRABP2	RXRG
MAPKAPK5	MAPK4
UCHL5	TGFB1
IL12RB2	IL12A
INHA	INHBA
RBX1	XPC
RAB13	GDI1
ADRB2	GRK3
LCK	GRB2
CASP9	APAF1
CRK	ELMO2
GLI3	GLI2
EPO	LYN
PKN1	NCOA2
ITGA9	ITGB1
MYL2	MYL4
TTF1	CCDC59
WDR48	RPA1
IKBKE	LY96
VWF	ITGA2B
CASP3	STK3
DLST	GCSH
FYN	CLEC6A
IKBKE	TAX1BP1
PDK3	DLAT
PTPN12	NRG4
IKBKB	NFKBIE
TGFB1	FMOD
RELB	MAP3K14
KIFAP3	KIF3A
SMAD7	SMURF2
L3MBTL2	RNF2
PCNA	UBE2B
TBP	ESR1
AURKA	HMMR
NRAS	YWHAB
EIF2S2	PABPC1
STK4	MOB1A
CCRL2	CCL19
UBE2I	ZNF131
FANCD2	ATRIP
CD247	CD3E
M6PR	RABEPK
CLNS1A	WDR77
RAMP1	CALCR
UBE2D1	PEX2
ITGA4	ITGB7
TAB2	TRAF6
RET	SOS1
RHOA	PPP1CB
TRAF6	IFIH1
ULK1	RRAGB
ATP6V1H	AP2M1
CYBB	NCF2
NBN	BLM
F7	F10
PPM1E	CALM1
NAPA	VTI1A
PDGFA	THBS4
VAV1	CD80
USP12	WDR20
AIP	PTGES3
MYL4	MYBPC2
CD36	IRAK1
ERCC3	GTF2B
GNA11	KALRN
MAVS	TRAF3
RPA1	SUMO3
CRKL	ARF6
ENAH	LCP2
PRKCA	SHC1
TFAP2C	MYC
CACNA2D2	CACNB2
RGS9	GNB5
NRAS	BRAF
INHBB	FST
CETN2	SUMO3
MAPK1	RPS6KA3
PTPN11	CBL
IFT88	HDAC6
BTRC	NFKB1
C3	CFI
IGF2R	VPS54
SUMO1	ZNF131
IL6ST	CBL
CDK9	NCBP2
COPB2	COPG1
PPP2CB	SPRY2
ITPR1	ITPR3
PTPN11	KIT
FGFR2	KRAS
CXCL12	SLIT2
TLR2	IRAK2
ADM2	CALCRL
CEBPA	E2F1
TBK1	CD14
RUNX1	EP300
TIAM1	SRC
F9	F8
ADAM12	EGF
HOXA3	SUZ12
RPA2	POLD1
F10	F2
CDKN1A	CCNE2
SRC	DLG1
RAP1B	PTK2
GNA14	GNG2
COPA	COPB2
DLGAP4	DLG2
NRAS	BRAP
ITGB5	ITGAV
CDK8	SMAD3
STAP2	STAT3
IRAK4	TRAF6
SMAD7	SMAD9
PROK1	PROKR2
CHEK2	MDM2
CAMK2B	GRIA2
SF3A1	SF3A3
CAMK2B	NEFL
TCIRG1	ATP6V0A2
EP300	HSPA8
BRIP1	NBN
DLGAP5	MAML3
STX5	GOLGA5
OPN1MW	OPN1LW
PRKACG	AKAP5
IL12B	IL12A
CSTF2	NCBP2
RNF168	KDM4A
XRCC1	PCNA
BCAR1	CRKL
IRF3	TBK1
CHEK2	TTC5
TP53	TNFRSF10C
MYBPC1	MYL1
UBE2V2	RIF1
UBA3	UBE2F
RAB1A	SEC22B
RNF135	CASP8
HIF1AN	HIF1A
CLTA	LDLR
RNF8	HERC2
PTEN	NR2E1
ABRAXAS1	NSD2
DMD	LAMB1
TRAF6	UBE2N
SLC38A9	RPTOR
LCP2	PLCG2
AXIN2	SMURF2
NFASC	KCNQ3
CDK2	ATM
TRAF6	BTK
MAPKAPK5	MAPK6
SOS1	NRG2
KNL1	CENPA
CDK4	TFDP1
OTUD5	IFIH1
IDI1	SREBF1
HSPD1	NPM1
KCNJ5	GABBR2
TFDP1	RRM2
TREM2	LCK
ATG101	RHEB
SYCP2	H2AX
TNFRSF4	TNFSF4
PRL	SH2B1
CFTR	GOPC
APBA1	LIN7C
TFAP2C	KCTD15
CSNK1D	USO1
TRAV29DV5	ZAP70
CD3G	TRBV7-9
PIK3CA	HGF
WASL	EFNB3
ANK1	KCNQ3
PEX2	PEX10
NOXO1	NOXA1
RXRA	NCOA2
AR	RUNX2
PTEN	SNAI1
TGFBR1	PPP1CC
E2F6	RBBP4
GP1BA	F11
RBBP8	ATR
PCSK5	GPIHBP1
AKT2	MYO5A
IL10RB	STAT3
RAB3GAP2	GDI1
CNTFR	JAK2
UBE2V2	UBE2B
MAPK1	CEBPB
FOXO1	ABCA6
LCP2	BTK
TYK2	IL26
PALB2	BRCA2
BMP2	ZFYVE16
USP7	UVSSA
NUAK1	STK11
HOMER3	HOMER1
DLG2	ACTN2
BCL10	TAB3
TOP1	SUMO1
GRB2	FGFR2
RASGRF2	DLG2
UNC93B1	TLR8
PNLIP	CLPS
COL9A3	COL9A2
AP2A2	NGF
FASLG	CFLAR
C8G	C7
RUNX1	SIN3A
PIK3CA	ERBB3
ITGB1	SEMA7A
STAT5B	IL3
KAT2B	MYSM1
GLI1	NUMB
BIRC3	TNFRSF1A
ROCK2	MYL9
CDKN2A	ETS2
RRAGA	ULK1
ASXL1	FOXK2
KRAS	PDPK1
POLD4	POLD3
HIF3A	UBE2D2
ATG13	MTOR
AKT1	KHSRP
VAV3	EFNB3
ATR	ATRIP
CNTN1	L1CAM
CAMKK2	CAMK1
NCAM1	FYN
FEN1	MRE11
MYLK	MYL6
BIRC3	RIPK1
JAK1	IL9
RHOA	MYH14
UBE2D3	EGLN1
RHO	RAB8A
CD3G	VAV2
STAT5A	SOCS2
SHC1	JAK2
INHBA	ACVR1B
SPRED2	FGFRL1
ORC1	ORC4
SYK	CD79B
INPP5E	ARL13B
USP28	CLSPN
F2R	GNA13
RNF168	MRE11
NDUFS5	ND5
F2R	ARRB1
GH1	JAK2
CSF2RA	PIK3CA
RUNX2	SMURF1
PLCG1	BCR
PRDX5	TXN
PRKACB	AQP2
CLU	C8G
DENND2A	GDI2
AFDN	NECTIN1
DYNC1LI1	BICD1
COPG2	USO1
RAB5A	CHML
COLEC10	COLEC11
DDX58	IKBKB
SEC24C	MIA2
RAPGEF1	PDGFA
SEC24A	SEC24D
BMPR1B	ACVR2B
SPTAN1	SCN5A
EFNB3	RAC1
MYBPC1	MYH8
ZNF217	GREB1
ITGB1	BSG
ND1	ND5
PTK6	AKT1
TLR4	IKBKB
NBN	RMI1
SHANK1	GRM5
TF	TFR2
SUMO1	ING2
RUNX1	IL2RA
NFATC2	PPP3CA
KIT	SOCS1
DLG1	GRIN2A
DLG3	HOMER2
STAT3	KITLG
POLE3	POLA2
KCNJ3	GNB2
FURIN	NGF
BSG	SLC16A8
SEC24B	SEC16A
RBX1	DVL2
GRK2	GNA14
DDX58	IRF3
AIP	AHR
BAIAP2	ACTB
NCAM1	L1CAM
PAK1	MAPK8
CBFB	MYB
STAT2	IFNAR1
KAT5	UBE2I
PCNA	POLK
NOD1	MAP3K7
HGS	STAM2
F2R	F2
MAPK12	PPARGC1A
GNG2	F2R
TRIM25	CASP10
POLI	RPA3
CDK4	PTK6
RPA1	UBA7
FEN1	RPA2
FURIN	F10
SEMA3A	CDK5
MAPK1	RAP1A
CRTC1	PER1
AGPS	PEX2
DLG1	CAMK2B
FOLR1	TMED10
SUMO1	AR
IKBKG	NFKBIA
HDAC1	BDNF
CLU	C8A
CALM1	DLG3
IFNGR1	STAT1
RBBP4	MTF2
ARHGEF6	PAK1
CDK2	E2F3
SHC1	CDC37
DLG4	LRFN2
CDC6	RPA4
NFYB	SQLE
IL23R	TYK2
BARD1	RPA3
TLR6	TLR4
GFRA4	PTPN11
CACNG4	DLG4
CBL	SH3GL2
NELFB	CCNT2
CD8B	TRAV19
CALCB	RAMP1
FZD4	AP2A1
PDCL	GNB3
